char,total_strokes,radical,meaning,category,components,all_radicals
踪,15,157.8,"footprints, traces, tracks",Both,"('足', '宗')","['宀', '示', '⻊']"
跃,11,157.4,"skip, jump, frolic",Simplified,"('足', '夭')","['大', '⻊']"
踹,16,157.9,"trample, tread on, kick; to crush",Both,"('足', '耑')","['而', '山', '⻊']"
跖,12,157.5,sole (of the foot),Both,"('足', '石')","['石', '⻊']"
跕,12,157.5,"shuffle, limp",Both,"('足', '占')","['卜', '口', '⻊']"
跿,14,157.7,to jump about,Both,"('足', '走')","['走', '⻊']"
踶,16,157.9,paw,Both,"('足', '是')","['日', '一', '止', '⻊']"
跎,12,157.5,"slip, stumble, falter; vacillate",Both,"('足', '它')","['宀', '匕', '⻊']"
蹦,18,157.11,"hop, leap, jump; bright",Both,"('足', '崩')","['月', '山', '⻊']"
蹟,18,157.11,"trace, tracks; footprints",Both,"('足', '責')","['土', '貝', '一', '⻊']"
踉,14,157.7,"hop, jump; hurriedly, urgently",Both,"('足', '良')","['艮', '丶', '⻊']"
踟,15,157.8,"hesitate, undecided; embarrassed",Both,"('足', '知')","['矢', '口', '⻊']"
跟,13,157.6,"heel; to follow, accompany; with",Both,"('足', '艮')","['艮', '⻊']"
蹤,18,157.11,"footprints, traces, tracks",Traditional,"('足', '從')","['人', '彳', '止', '⻊']"
躩,27,157.20,"take quick, short steps",Both,"('足', '矍')","['目', '隹', '又', '⻊']"
踞,15,157.8,"crouch, squat; sit, occupy",Both,"('足', '居')","['十', '尸', '口', '⻊']"
踣,15,157.8,to stumble and fall prone; stiff in death,Both,"('足', '咅')","['立', '口', '⻊']"
跏,12,157.5,sit cross-legged; squat,Both,"('足', '加')","['口', '力', '⻊']"
跹,13,157.6,"wander about, walk around; revolve",Simplified,"('足', '迁')","['十', '辵', '⻊']"
跲,13,157.6,"hood, cowl, turban; stumble",Both,"('足', '合')","['一', '人', '口', '⻊']"
躝,24,157.17,to pass; to step over; to creep; to twine round,Traditional,"('足', '闌')","['門', '八', '丨', '木', '口', '⻊']"
蹚,18,157.11,tread through mud and water,Both,"('足', '堂')","['土', '冖', '小', '口', '⻊']"
踽,16,157.9,to walk alone; self-reliant,Both,"('足', '禹')","['虫', '冂', '⻊']"
跔,12,157.5,numb feet; to limp,Both,"('足', '句')","['勹', '口', '⻊']"
躘,23,157.16,to walk,Traditional,"('足', '龍')","['龍', '⻊']"
蹾,19,157.12,to squat; to crouch,Both,"('足', '敦')","['子', '亠', '口', '攴', '⻊']"
跅,12,157.5,"careless, lax; dissolute",Both,"('足', '斥')","['斤', '丶', '⻊']"
跱,13,157.6,stop,Both,"('足', '寺')","['土', '寸', '⻊']"
躡,25,157.18,"tread, step on; follow, track",Traditional,"('足', '聶')","['耳', '⻊']"
躠,23,157.17,to limp,Both,"('薛', '足')","['丶', '足', '辛', '己', '艸']"
跩,13,157.6,"to waddle, to limp",Both,"('足', '曳')","['曰', '⻊']"
蹄,16,157.9,hoof; horse,Both,"('足', '帝')","['八', '巾', '冖', '亠', '⻊']"
跀,11,157.4,"to cut off the feet, to stretch up",Both,"('足', '月')","['月', '⻊']"
蹲,19,157.12,"squat, crouch; idle about",Both,"('足', '尊')","['寸', '八', '酉', '⻊']"
践,12,157.5,"trample, tread upon, walk on",Simplified,"('足', '𢦑')","['一', '戈', '⻊']"
蹉,16,157.10,"error, mistake, slip; failure",Both,"('足', '差')","['羊', '工', '⻊']"
踠,15,157.8,"to writhe, struggle, squirm, wriggle; to be impatient for",Both,"('足', '宛')","['宀', '夕', '乙', '⻊']"
躅,20,157.13,"walk carefully; hesitate, falter",Both,"('足', '蜀')","['勹', '网', '虫', '⻊']"
跆,12,157.5,trample,Both,"('足', '台')","['厶', '口', '⻊']"
蹼,19,157.12,webbed feet of waterfowl,Both,"('足', '菐')","['羊', '一', '八', '⻊']"
跴,13,157.6,"step on, tread on; search for",Both,"('足', '西')","['襾', '⻊']"
跻,13,157.6,"ascend, go up, rise",Simplified,"('足', '齐')","['齐', '⻊']"
趴,9,157.2,"lying prone, leaning over",Both,"('足', '八')","['八', '⻊']"
蹐,17,157.10,take short steps,Both,"('足', '脊')","['冫', '人', '月', '⻊']"
踮,15,157.8,tiptoe,Both,"('足', '店')","['广', '卜', '口', '⻊']"
趸,10,157.3,sell or buy wholesale; store,Simplified,"('万', '足')","['丿', '一', '足']"
蹇,17,157.10,"lame, crippled; unlucky; hexagram ䷦",Both,"('𡨄', '足')","['二', '八', '足', '宀', '一']"
躎,21,157.14,"(non-classical form of 跈), (same as 踐) to step upon; to tread upon; to trample, (same as 趁) to take advantage, hard to proceeding",Traditional,"('足', '爾')","['八', '巾', '丨', '爻', '一', '⻊']"
跦,13,157.6,hop,Both,"('足', '朱')","['一', '木', '⻊']"
躙,23,157.16,"trample down, oppress, overrun",Unknown,"('足', '閵')","['隹', '門', '⻊']"
踘,15,157.8,ball,Unknown,"('足', '匊')","['勹', '米', '⻊']"
蹔,18,157.11,temporary; fleeting; ephemeral,Traditional,"('斬', '足')","['車', '斤', '足']"
蹺,19,157.12,raise one's foot,Traditional,"('足', '堯')","['土', '一', '儿', '⻊']"
跤,13,157.6,"stumble, fall down; wrestle",Both,"('足', '交')","['丿', '亠', '八', '⻊']"
跡,13,157.6,"search, track, trace",Traditional,"('足', '亦')","['八', '丨', '亠', '亅', '⻊']"
躇,18,157.13,"hesitate, falter, be undecided",Both,"('足', '著')","['日', '艸', '老', '⻊']"
躄,20,157.13,"cripple, lame",Both,"('辟', '足')","['尸', '辛', '口', '足']"
跮,13,157.6,hasty walking,Both,"('足', '至')","['至', '⻊']"
距,11,157.5,distance; bird's spur,Both,"('足', '巨')","['匚', '⻊']"
蹭,19,157.12,"to shuffle, procrastinate, dilly-dally",Both,"('足', '曾')","['八', '丨', '日', '口', '⻊']"
踱,16,157.9,"stroll, pace, walk slowly",Both,"('足', '度')","['广', '又', '廾', '⻊']"
踫,15,157.9,"collide, bump into",Unknown,"('足', '並')","['一', '八', '⻊']"
躍,21,157.14,"skip, jump, frolic",Traditional,"('足', '翟')","['羽', '隹', '⻊']"
跨,13,157.6,"straddle, bestride, ride; carry",Both,"('足', '夸')","['二', '大', '⻊']"
踝,15,157.8,ankle,Both,"('足', '果')","['田', '木', '⻊']"
蹹,19,157.12,to tread on; to stamp; to walk,Both,"('足', '翕')","['人', '羽', '一', '口', '⻊']"
趼,11,157.6,callous skin on hands or feet; blisters,Both,"('足', '开')","['一', '廾', '⻊']"
踩,15,157.8,step on,Both,"('足', '采')","['木', '爪', '⻊']"
蹬,19,157.12,"step on, tread on; lose energy",Both,"('足', '登')","['癶', '豆', '⻊']"
踁,14,157.7,"tinkling, obstinate",Both,"('足', '巠')","['一', '川', '工', '⻊']"
跬,13,157.6,to step; a stride equal to half a pace,Both,"('足', '圭')","['土', '⻊']"
蹕,17,157.11,"clear way, make room for; clear street when emperor tours",Traditional,"('足', '畢')","['二', '丨', '田', '一', '艸', '⻊']"
蹽,19,157.12,to run; to slip away quietly,Unknown,"('足', '尞')","['八', '大', '小', '日', '⻊']"
跷,13,157.6,raise one's foot,Simplified,"('足', '尧')","['一', '儿', '⻊']"
跐,13,157.5,"to trample, to step, to walk on the ball of the foot",Both,"('足', '此')","['止', '匕', '⻊']"
跳,13,157.6,"jump, leap, vault, bounce; dance",Both,"('足', '兆')","['冫', '儿', '⻊']"
跥,13,157.6,stamp feet,Both,"('足', '朶')","['丿', '木', '⻊']"
躜,23,157.16,to jump,Simplified,"('足', '赞')","['贝', '⻊', '牛', '儿']"
跌,12,157.5,"stumble, slip, fall down; stamp",Both,"('足', '失')","['人', '二', '⻊']"
蹑,17,157.10,"tread, step on; follow, track",Simplified,"('足', '聂')","['又', '耳', '⻊']"
趾,11,157.4,"toe; tracks, footprints",Both,"('足', '止')","['止', '⻊']"
躂,19,157.13,"stumble, slip",Traditional,"('足', '達')","['羊', '土', '辵', '⻊']"
跄,11,157.4,walk rapidly,Simplified,"('足', '仓')","['人', '乙', '⻊']"
躔,22,157.15,"follow in, imitate; rut, path",Both,"('足', '廛')","['土', '八', '广', '里', '⻊']"
踒,15,157.8,to slip and sprain a limb,Both,"('足', '委')","['禾', '女', '⻊']"
跚,12,157.5,"stagger, limp",Both,"('足', '冊')","['一', '冂', '⻊']"
踏,15,157.8,"step on, trample, tread on, walk",Both,"('足', '沓')","['日', '水', '⻊']"
跼,14,157.7,"bent, stooped, crouched; contract",Both,"('足', '局')","['尸', '口', '⻊']"
蹒,17,157.10,to jump over; to limp,Simplified,"('足', '艹两')","['人', '一', '艸', '冂', '⻊']"
跂,11,157.4,"creeping, crawling",Both,"('足', '支')","['支', '⻊']"
躗,22,157.16,exaggerate,Both,"('衞', '足')","['足', '韋', '行']"
跞,12,157.5,"walk, move",Simplified,"('足', '乐')","['小', '⻊']"
踌,14,157.7,"hesitate, falter; smug, self-satisfied",Simplified,"('足', '寿')","['二', '丨', '寸', '一', '⻊']"
跫,13,157.6,sound of footsteps,Both,"('巩', '足')","['几', '丶', '足', '工']"
躛,23,157.16,exaggerate,Both,"('衞', '足')","['足', '巾', '力', '一', '口', '行']"
跗,12,157.5,the instep,Both,"('足', '付')","['人', '寸', '⻊']"
趹,11,157.4,kick with hoof; horse's gallop,Both,"('足', '夬')","['人', '丨', '⻊']"
路,13,157.6,"road, path, street; journey",Both,"('足', '各')","['口', '夂', '⻊']"
踦,15,157.8,the shin; to pierce; to touch,Both,"('足', '奇')","['亅', '大', '一', '口', '⻊']"
踋,14,157.7,the foot or feet cast of a play,Unknown,"('足', '却')","['卩', '土', '厶', '⻊']"
跋,12,157.5,"go by foot; epilogue, colophon",Both,"('足', '犮')","['丿', '丶', '又', '一', '⻊']"
躋,21,157.14,"ascend, go up, rise",Traditional,"('足', '齊')","['齊', '⻊']"
躥,25,157.18,leap; to jump; to spurt out,Traditional,"('足', '竄')","['鼠', '穴', '⻊']"
踜,15,157.8,to stumble; to slip; to fall,Unknown,"('足', '夌')","['土', '八', '夂', '⻊']"
踡,15,157.8,"curled, coiled",Both,"('足', '卷')","['二', '八', '丨', '乙', '⻊']"
趺,11,157.4,sit cross-legged; back of the foo,Both,"('足', '夫')","['人', '二', '⻊']"
跙,12,157.5,"weak, lame",Both,"('足', '且')","['月', '一', '⻊']"
躦,26,157.19,to jump,Traditional,"('足', '贊')","['貝', '⻊', '牛', '儿']"
蹱,19,157.12,to stagger along; to fall,Both,"('足', '童')","['里', '立', '⻊']"
蹵,19,157.12,to tread on; to kick,Both,"('就', '足')","['丶', '足', '亠', '小', '尢', '口']"
蹏,17,157.10,hoof; horse,Both,"('足', '虒')","['虍', '几', '⺁', '⻊']"
踳,16,157.9,mixed; obstinate,Both,"('足', '春')","['二', '八', '丨', '日', '一', '⻊']"
躪,26,157.20,"trample down, oppress, overrun",Traditional,"('足', '藺')","['隹', '艸', '門', '⻊']"
跣,13,157.6,bare footed,Both,"('足', '先')","['牛', '儿', '⻊']"
蹰,19,157.12,"hesitate, waver, falter",Both,"('足', '厨')","['寸', '豆', '厂', '⻊']"
遛,13,162.10,"take walk, stroll",Both,"('辶', '留')","['田', '卩', '辵']"
辻,5,162.2,crossroads; street,Both,"('辶', '十')","['十', '辵']"
返,7,162.4,"return, revert to, restore",Both,"('辶', '反')","['又', '⺁', '辵']"
迬,8,162.4,"to walk along, to go",Unknown,"('辶', '主')","['丶', '玉', '辵']"
遨,13,162.11,"ramble, roam; travel for pleasure",Both,"('辶', '敖')","['丿', '土', '一', '攴', '辵']"
逬,11,162.8,"to scatter; to expel; to crack, to split; to jump",Unknown,"('辶', '幷')","['干', '辵']"
遵,15,162.12,"obey, comply with, follow; honor",Both,"('辶', '尊')","['寸', '八', '酉', '辵']"
迎,7,162.4,"receive, welcome, greet",Both,"('辶', '卬')","['辵', '卩']"
遁,12,162.9,"hide, conceal oneself; escape",Both,"('辶', '盾')","['十', '目', '⺁', '辵']"
遒,12,162.9,"strong, unyielding, forceful",Both,"('辶', '酋')","['八', '酉', '辵']"
達,12,162.9,"arrive at, reach; intelligent",Traditional,"('辶', '𦍒')","['羊', '土', '辵']"
逾,12,162.9,"go over, pass over, exceed",Both,"('辶', '兪')","['人', '刀', '月', '一', '辵']"
逊,9,162.6,"humble, modest; yield",Both,"('辶', '孙')","['子', '小', '辵']"
遺,15,162.12,lose; articles lost; omit,Traditional,"('辶', '貴')","['丨', '貝', '一', '口', '辵']"
造,10,162.7,"construct, build, make, begin; prepare",Both,"('辶', '告')","['牛', '口', '辵']"
避,16,162.13,avoid; turn aside; escape; hide,Both,"('辶', '辟')","['尸', '辛', '口', '辵']"
逡,10,162.7,"retreat, withdraw, fall back",Both,"('辶', '夋')","['厶', '八', '夂', '辵']"
退,9,162.6,"step back, retreat, withdraw",Both,"('辶', '艮')","['艮', '辵']"
迧,8,162.5,a Chinese family name arrange; display a column of troops,Unknown,"('辶', '申')","['日', '丨', '辵']"
遰,14,162.11,grunting sound of pigs; clash,Traditional,"('辶', '帶')","['巾', '廾', '冖', '儿', '辵']"
这,7,162.4,"this, the, here",Both,"('辶', '文')","['文', '辵']"
逈,9,162.6,"distant, far; separated; different",Unknown,"('辶', '向')","['宀', '口', '辵']"
逩,11,162.8,to run quickly,Unknown,"('辶', '奔')","['十', '大', '艸', '辵']"
逯,11,162.8,leave without reason; surname,Both,"('辶', '录')","['水', '彐', '辵']"
违,7,162.4,"disobey, violate, defy; be apart from",Simplified,"('辶', '韦')","['韦', '辵']"
连,7,162.4,"join, connect; continuous; even",Simplified,"('辶', '车')","['车', '辵']"
迪,8,162.5,"enlighten, advance; progress",Both,"('辶', '由')","['二', '丨', '辵', '凵']"
選,15,162.12,"choose, select; elect; election",Traditional,"('辶', '巽')","['一', '八', '艸', '辵']"
遹,15,162.12,"comply with, obey; shun, avoid",Both,"('辶', '矞')","['八', '冂', '矛', '口', '辵']"
迋,7,162.4,"travel, go to; deceive; scare",Both,"('辶', '王')","['玉', '辵']"
逭,11,162.8,"to escape from; to flee, to avoid",Both,"('辶', '官')","['宀', '己', '辵']"
逅,9,162.6,meet unexpectedly,Both,"('辶', '后')","['一', '口', '⺁', '辵']"
迤,8,162.5,wind; walk out of straight path,Both,"('辶', '㐌')","['丿', '丨', '一', '乙', '辵']"
追,9,162.6,"pursue, chase after; expel",Both,"('辶', '𠂤')","['丶', '己', '辵']"
逴,11,162.8,"argue, quarrel, squabble; far",Both,"('辶', '卓')","['日', '十', '卜', '辵']"
邀,16,162.13,"invite, welcome; meet, intercept",Both,"('辶', '敫')","['攴', '白', '方', '辵']"
邋,18,162.15,rags,Both,"('辶', '巤')","['丿', '囗', '川', '冫', '辵']"
通,10,162.7,pass through; common; communicate,Both,"('辶', '甬')","['用', '辵']"
遉,12,162.9,"spy, reconnoiter; detective",Both,"('辶', '貞')","['貝', '卜', '辵']"
邈,17,162.14,"far, distant, remote; slight",Both,"('辶', '貌')","['白', '豸', '辵', '儿']"
遷,15,162.12 162.11,"move, shift, change; transfer",Traditional,"('辶', '')","['襾', '大', '己', '辵']"
連,10,162.7,"join, connect; continuous; even",Traditional,"('辶', '車')","['車', '辵']"
遮,14,162.11,"cover, shield, protect",Both,"('辶', '庶')","['广', '火', '廾', '辵']"
迊,7,162.4,"to go round, to make a circuit, to make a revolution, to turn round",Both,"('辶', '帀')","['一', '辵', '巾']"
逗,10,162.7,"tempt, allure, arouse, stir",Both,"('辶', '豆')","['豆', '辵']"
迳,8,162.5,"pass by, approach; direct",Simplified,"('辶', '𢀖')","['辵', '工']"
逓,10,162.7,"hand over, deliver; substitute",Both,"('辶', '乕')","['二', '巾', '丨', '⺁', '辵']"
邅,16,162.13,"hesitant, faltering",Both,"('辶', '亶')","['囗', '亠', '日', '一', '辵']"
迢,8,162.5,far; distant,Both,"('辶', '召')","['刀', '口', '辵']"
遏,12,162.9,"stop, suppress, curb, check; a bar",Both,"('辶', '曷')","['勹', '人', '曰', '辵']"
遼,15,162.12,"distant, far",Traditional,"('辶', '尞')","['八', '大', '小', '日', '辵']"
遝,13,162.10,"mixed, abundant, assorted",Both,"('辶', '眔')","['网', '辵']"
邉,17,162.13,"edge, margin, side, border",Unknown,"('辶*', '')","['八', '宀', '自', '口', '辵']"
运,7,162.4,"luck, fortune; ship, transport",Simplified,"('辶', '云')","['二', '厶', '辵']"
边,5,162.2,"edge, margin, side, border",Both,"('辶', '力')","['力', '辵']"
迦,8,162.5,character for transliteration,Both,"('辶', '加')","['口', '力', '辵']"
迩,8,162.5,"be near, be close; recently",Both,"('辶', '尔')","['刀', '小', '辵']"
迴,9,162.6,"revolve, rotate; curving, zigzag",Traditional,"('辶', '回')","['囗', '辵']"
迿,9,162.6,to be the first to begin a quarrel,Both,"('辶', '旬')","['勹', '日', '辵']"
过,6,162.3,"pass, pass through, go across",Both,"('辶', '寸')","['寸', '辵']"
迕,7,162.4,"obstinate, perverse",Both,"('辶', '午')","['干', '辵']"
逼,12,162.9,"compel, pressure, force; bother",Both,"('辶', '畐')","['一', '田', '口', '辵']"
逎,10,162.7,"strong, unyielding, forceful",Unknown,"('辶', '酉')","['酉', '辵']"
迓,7,162.4,"to go to meet, to receive, as a guest",Both,"('辶', '牙')","['牙', '辵']"
遄,12,162.9,to hurry; to go to and fro,Both,"('辶', '耑')","['而', '山', '辵']"
遽,16,162.13,"suddenly, unexpectedly; at once",Both,"('辶', '豦')","['虍', '豕', '辵']"
遶,15,162.12,entwine; wind around; surround,Traditional,"('辶', '堯')","['土', '一', '辵', '儿']"
邁,15,162.13,take a big stride; pass by,Traditional,"('辶', '萬')","['二', '禸', '丨', '艸', '冂', '辵']"
適,14,162.11,"match, comfortable; just",Traditional,"('辶', '啇')","['子', '八', '亠', '欠', '辵']"
遂,12,162.9,"comply with, follow along; thereupon",Both,"('辶', '㒸')","['豕', '八', '辵']"
迭,8,162.5,"repeatedly, frequently",Both,"('辶', '失')","['人', '二', '辵']"
遲,15,162.12,"late, tardy; slow; delay",Traditional,"('辶', '犀')","['牛', '尸', '水', '辵']"
遻,15,162.12,meet,Both,"('辶', '㖾')","['八', '屮', '一', '口', '辵']"
述,8,162.5,"narrate, state, express",Both,"('辶', '术')","['丶', '木', '辵']"
遢,13,162.10,"careless, negligent, slipshod",Both,"('辶', '𦐇')","['日', '羽', '辵']"
逑,10,162.7,"collect, unite; match, pair",Both,"('辶', '求')","['丿', '丶', '水', '一', '辵']"
迠,8,162.5,made,Both,"('辶', '占')","['卜', '口', '辵']"
遭,14,162.11,"come across, meet with, encounter",Both,"('辶', '曹')","['二', '凵', '日', '艸', '辵']"
逃,9,162.6,"escape, flee; abscond, dodge",Both,"('辶', '兆')","['冫', '辵', '儿']"
适,9,162.6,"go, reach; appropriate, suitable",Both,"('辶', '舌')","['舌', '辵']"
